Student ID,WorldSpace,index,Submission_TreeDist_Successive,nb_tentative,pct_activity,error,missing,move1,move2,pickup1,place1,nb_error,nb_missing,nb_move1,nb_move2,nb_pickup1,nb_place1,pct_error,pct_missing,pct_move1,pct_move2,pct_pickup1,pct_place1,euclidean_distance,delta_successive,success,has_error,activity,seq_error,case1,case2,case3,cases,activity_all,bucket_delta_successive,bucket_Submission_TreeDist_Successive,median_split_delta_successive,median_split_Submission_TreeDist_Successive,at_least_2_tentatives,error_sequence,case_sequence,success_seq
AUS128434,"['ra-world-arm,E,E,E,E,', 'ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,false']",0,0.0,4,0.0,0,0,0,0,0,0,2,2,1,0,1,0,0.5,0.5,0.25,0.0,0.25,0.0,0.6439209162167847,0.0,1,1,1,none,0,0,0,none,123,low,low,low,low,1,no_error,none,success
AUS128434,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,false']",1,5.0,4,0.25,0,0,0,0,0,0,2,2,1,0,1,0,0.5,0.5,0.25,0.0,0.25,0.0,0.4685212856658182,0.196116135138184,1,1,1,none,0,0,0,none,123,high,high,high,high,1,no_error,none,success
AUS128434,"['E,ra-world-arm,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,pickup1']",2,3.0,4,0.5,1,1,0,0,1,0,2,2,1,0,1,0,0.5,0.5,0.25,0.0,0.25,0.0,0.6403124237432848,0.1717911380774666,1,1,1,pickup1,1,0,0,case1,123,high,low,high,high,1,error,case,success
AUS128434,"['E,E,E,E,ra-world-arm,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,move1']",3,3.0,4,0.75,1,1,1,0,0,0,2,2,1,0,1,0,0.5,0.5,0.25,0.0,0.25,0.0,0.6403124237432848,0.0156173761888606,1,1,1,move1,1,0,0,case1,123,low,low,low,high,1,error,case,success
AUS128434,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,ra-world-shape ra-world-shapeA,', 'E,E,E,E,ra-world-shape ra-world-shapeA,false']",4,2.0,4,1.0,0,0,0,0,0,0,2,2,1,0,1,0,0.5,0.5,0.25,0.0,0.25,0.0,0.0,0.3123475237772121,1,1,1,none,0,0,0,none,123,high,low,high,low,1,no_error,none,success
AUS128614,"['ra-world-arm,E,E,E,E,', 'ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,false']",0,0.0,4,0.0,0,0,0,0,0,0,1,1,1,0,0,0,0.25,0.25,0.25,0.0,0.0,0.0,0.6439209162167847,0.0,1,1,1,none,0,0,0,none,123,low,low,low,low,1,no_error,none,success
AUS128614,"['E,E,E,E,ra-world-arm,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,ra-world-shape ra-world-shapeA,false']",1,4.0,4,0.25,0,0,0,0,0,0,1,1,1,0,0,0,0.25,0.25,0.25,0.0,0.0,0.0,0.3219604581083923,0.2858859374484328,1,1,1,none,0,0,0,none,123,high,high,high,high,1,no_error,none,success
AUS128614,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,ra-world-shape ra-world-shapeA,', 'E,E,E,E,ra-world-shape ra-world-shapeA,false']",2,3.0,4,0.5,0,0,0,0,0,0,1,1,1,0,0,0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.3219604581083923,1,1,1,none,0,0,0,none,123,high,low,high,high,1,no_error,none,success
AUS128614,"['E,E,E,E,ra-world-arm,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,move1']",3,2.0,4,0.75,1,1,1,0,0,0,1,1,1,0,0,0,0.25,0.25,0.25,0.0,0.0,0.0,0.6403124237432848,0.6403124237432848,1,1,1,move1,1,0,0,case1,123,high,low,high,low,1,error,case,success
AUS128614,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,ra-world-shape ra-world-shapeA,', 'E,E,E,E,ra-world-shape ra-world-shapeA,false']",4,2.0,4,1.0,0,0,0,0,0,0,1,1,1,0,0,0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.3123475237772121,1,1,1,none,0,0,0,none,123,high,low,high,low,1,no_error,none,success
AUS128650,"['ra-world-arm,E,E,E,E,', 'ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,false']",0,0.0,4,0.0,0,0,0,0,0,0,2,1,1,0,0,1,0.5,0.25,0.25,0.0,0.0,0.25,0.6439209162167847,0.0,1,1,1,none,0,0,0,none,123,low,low,low,low,1,no_error,none,success
AUS128650,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,false']",1,5.0,4,0.25,0,0,0,0,0,0,2,1,1,0,0,1,0.5,0.25,0.25,0.0,0.0,0.25,0.4685212856658182,0.196116135138184,1,1,1,none,0,0,0,none,123,high,high,high,high,1,no_error,none,success
AUS128650,"['E,ra-world-arm,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,place1']",2,1.0,4,0.5,1,0,0,0,0,1,2,1,1,0,0,1,0.5,0.25,0.25,0.0,0.0,0.25,0.4841386618546788,0.0156173761888606,1,1,1,place1,0,1,0,case2,123,low,low,low,low,1,error,case,success
AUS128650,"['E,E,E,E,ra-world-arm,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,move1']",3,7.0,4,0.75,1,1,1,0,0,0,2,1,1,0,0,1,0.5,0.25,0.25,0.0,0.0,0.25,0.6403124237432848,0.1717911380774666,1,1,1,move1,1,0,0,case1,123,high,high,high,high,1,error,case,success
AUS128650,"['E,E,E,E,ra-world-arm,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,ra-world-shape ra-world-shapeA,', 'E,E,E,E,ra-world-shape ra-world-shapeA,false']",4,3.0,4,1.0,0,0,0,0,0,0,2,1,1,0,0,1,0.5,0.25,0.25,0.0,0.0,0.25,0.0,0.3123475237772121,1,1,1,none,0,0,0,none,123,high,low,high,high,1,no_error,none,success
AUS128722,"['ra-world-arm,E,E,E,E,', 'ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,false']",0,0.0,3,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.6439209162167847,0.0,1,1,1,none,0,0,0,none,123,low,low,low,low,1,no_error,none,success
AUS128722,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,false']",1,5.0,3,0.3333333333333333,0,0,0,0,0,0,1,0,1,0,0,0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.4685212856658182,0.196116135138184,1,1,1,none,0,0,0,none,123,high,high,high,high,1,no_error,none,success
AUS128722,"['E,E,E,E,ra-world-arm,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,ra-world-shape ra-world-shapeA,move1']",2,3.0,3,0.6666666666666666,1,0,1,0,0,0,1,0,1,0,0,0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3375778342972529,0.3406366562955611,1,1,1,move1,0,1,0,case2,123,high,low,high,high,1,error,case,success
AUS128722,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,ra-world-shape ra-world-shapeA,', 'E,E,E,E,ra-world-shape ra-world-shapeA,false']",3,3.0,3,1.0,0,0,0,0,0,0,1,0,1,0,0,0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3219604581083923,1,1,1,none,0,0,0,none,123,high,low,high,high,1,no_error,none,success
AUS128838,"['ra-world-arm,E,E,E,E,', 'ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,false']",0,0.0,5,0.0,0,0,0,0,0,0,2,0,2,0,0,0,0.4,0.0,0.4,0.0,0.0,0.0,0.6439209162167847,0.0,1,1,1,none,0,0,0,none,123,low,low,low,low,1,no_error,none,success
AUS128838,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,false']",1,5.0,5,0.2,0,0,0,0,0,0,2,0,2,0,0,0,0.4,0.0,0.4,0.0,0.0,0.0,0.4685212856658182,0.196116135138184,1,1,1,none,0,0,0,none,123,high,high,high,high,1,no_error,none,success
AUS128838,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,move1']",2,7.0,5,0.4,1,0,1,0,0,0,2,0,2,0,0,0,0.4,0.0,0.4,0.0,0.0,0.0,0.4841386618546788,0.0156173761888606,1,1,1,move1,0,1,0,case2,123,low,high,low,high,1,error,case,success
AUS128838,"['E,E,E,E,ra-world-arm,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,ra-world-shape ra-world-shapeA,move1']",3,4.0,5,0.6,1,0,1,0,0,0,2,0,2,0,0,0,0.4,0.0,0.4,0.0,0.0,0.0,0.262549775351258,0.262549775351258,1,1,1,move1,0,1,0,case2,123,high,high,high,high,1,error,case,success
AUS128838,"['E,E,E,E,ra-world-arm,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,ra-world-shape ra-world-shapeA,', 'E,E,E,E,ra-world-shape ra-world-shapeA,false']",4,9.0,5,0.8,0,0,0,0,0,0,2,0,2,0,0,0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.2469323991623974,1,1,1,none,0,0,0,none,123,high,high,high,high,1,no_error,none,success
AUS128838,"['E,E,E,E,ra-world-arm,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,ra-world-shape ra-world-shapeA,', 'E,E,E,E,ra-world-shape ra-world-shapeA,false']",5,0.0,5,1.0,0,0,0,0,0,0,2,0,2,0,0,0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,1,1,1,none,0,0,0,none,123,low,low,low,low,1,no_error,none,success
AUS163435,"['ra-world-arm,E,E,E,E,', 'ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,false']",0,0.0,3,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.6439209162167847,0.0,1,1,1,none,0,0,0,none,123,low,low,low,low,1,no_error,none,success
AUS163435,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,false']",1,5.0,3,0.3333333333333333,0,0,0,0,0,0,1,0,1,0,0,0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.4685212856658182,0.196116135138184,1,1,1,none,0,0,0,none,123,high,high,high,high,1,no_error,none,success
AUS163435,"['E,E,E,E,ra-world-arm,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,ra-world-shape ra-world-shapeA,move1']",2,1.0,3,0.6666666666666666,1,0,1,0,0,0,1,0,1,0,0,0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3375778342972529,0.3406366562955611,1,1,1,move1,0,1,0,case2,123,high,low,high,low,1,error,case,success
AUS163435,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,ra-world-shape ra-world-shapeA,', 'E,E,E,E,ra-world-shape ra-world-shapeA,false']",3,1.0,3,1.0,0,0,0,0,0,0,1,0,1,0,0,0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3219604581083923,1,1,1,none,0,0,0,none,123,high,low,high,low,1,no_error,none,success
AUS163471,"['ra-world-arm,E,E,E,E,', 'ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,false']",0,0.0,11,0.0,0,0,0,0,0,0,8,2,2,0,0,6,0.7272727272727273,0.1818181818181818,0.1818181818181818,0.0,0.0,0.5454545454545454,0.6439209162167847,0.0,1,1,1,none,0,0,0,none,123,low,low,low,low,1,no_error,none,success
AUS163471,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,false']",1,5.0,11,0.0909090909090909,0,0,0,0,0,0,8,2,2,0,0,6,0.7272727272727273,0.1818181818181818,0.1818181818181818,0.0,0.0,0.5454545454545454,0.6246950475544243,0.1386750490563073,1,1,1,none,0,0,0,none,123,high,high,high,high,1,no_error,none,success
AUS163471,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,false']",2,0.0,11,0.1818181818181818,0,0,0,0,0,0,8,2,2,0,0,6,0.7272727272727273,0.1818181818181818,0.1818181818181818,0.0,0.0,0.5454545454545454,0.4685212856658182,0.156173761888606,1,1,1,none,0,0,0,none,123,high,low,high,low,1,no_error,none,success
AUS163471,"['E,ra-world-arm,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,place1']",3,2.0,11,0.2727272727272727,1,0,0,0,0,1,8,2,2,0,0,6,0.7272727272727273,0.1818181818181818,0.1818181818181818,0.0,0.0,0.5454545454545454,0.4841386618546788,0.0156173761888606,1,1,1,place1,0,1,0,case2,123,low,low,low,low,1,error,case,success
AUS163471,"['E,ra-world-arm,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,place1']",4,1.0,11,0.3636363636363636,1,0,0,0,0,1,8,2,2,0,0,6,0.7272727272727273,0.1818181818181818,0.1818181818181818,0.0,0.0,0.5454545454545454,0.4841386618546788,0.0156173761888606,1,1,1,place1,0,1,0,case2,123,low,low,low,low,1,error,case,success
AUS163471,"['E,ra-world-arm,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,place1']",5,0.0,11,0.4545454545454545,1,0,0,0,0,1,8,2,2,0,0,6,0.7272727272727273,0.1818181818181818,0.1818181818181818,0.0,0.0,0.5454545454545454,0.4841386618546788,0.0156173761888606,1,1,1,place1,0,1,0,case2,123,low,low,low,low,1,error,case,success
AUS163471,"['E,ra-world-arm,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,place1']",6,5.0,11,0.5454545454545454,1,0,0,0,0,1,8,2,2,0,0,6,0.7272727272727273,0.1818181818181818,0.1818181818181818,0.0,0.0,0.5454545454545454,0.4841386618546788,0.0156173761888606,1,1,1,place1,0,1,0,case2,123,low,high,low,high,1,error,case,success
AUS163471,"['E,E,E,E,ra-world-arm,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,move1']",7,1.0,11,0.6363636363636364,1,1,1,0,0,0,8,2,2,0,0,6,0.7272727272727273,0.1818181818181818,0.1818181818181818,0.0,0.0,0.5454545454545454,0.6403124237432848,0.1717911380774666,1,1,1,move1,1,0,0,case1,123,high,low,high,low,1,error,case,success
AUS163471,"['E,E,E,E,ra-world-arm,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,move1']",8,2.0,11,0.7272727272727273,1,1,1,0,0,0,8,2,2,0,0,6,0.7272727272727273,0.1818181818181818,0.1818181818181818,0.0,0.0,0.5454545454545454,0.4841386618546788,0.1717911380774666,1,1,1,move1,1,0,0,case1,123,high,low,high,low,1,error,case,success
AUS163471,"['E,E,ra-world-arm,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,ra-world-shape ra-world-shapeA,E,E,', 'E,E,ra-world-shape ra-world-shapeA,E,E,place1']",9,3.0,11,0.8181818181818182,1,0,0,0,0,1,8,2,2,0,0,6,0.7272727272727273,0.1818181818181818,0.1818181818181818,0.0,0.0,0.5454545454545454,0.3279648999660727,0.0937042571331636,1,1,1,place1,0,1,0,case2,123,low,low,high,high,1,error,case,success
AUS163471,"['E,E,ra-world-arm,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,ra-world-shape ra-world-shapeA,E,E,', 'E,E,ra-world-shape ra-world-shapeA,E,E,place1']",10,0.0,11,0.9090909090909092,1,0,0,0,0,1,8,2,2,0,0,6,0.7272727272727273,0.1818181818181818,0.1818181818181818,0.0,0.0,0.5454545454545454,0.3279648999660727,0.0156173761888606,1,1,1,place1,0,1,0,case2,123,low,low,low,low,1,error,case,success
AUS163471,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,ra-world-shape ra-world-shapeA,', 'E,E,E,E,ra-world-shape ra-world-shapeA,false']",11,9.0,11,1.0,0,0,0,0,0,0,8,2,2,0,0,6,0.7272727272727273,0.1818181818181818,0.1818181818181818,0.0,0.0,0.5454545454545454,0.0,0.3123475237772121,1,1,1,none,0,0,0,none,123,high,high,high,high,1,no_error,none,success
AUS163543,"['ra-world-arm,E,E,E,E,', 'ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,false']",0,0.0,10,0.0,0,0,0,0,0,0,5,5,3,0,2,0,0.5,0.5,0.3,0.0,0.2,0.0,0.6439209162167847,0.0,1,1,1,none,0,0,0,none,123,low,low,low,low,1,no_error,none,success
AUS163543,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,false']",1,5.0,10,0.1,0,0,0,0,0,0,5,5,3,0,2,0,0.5,0.5,0.3,0.0,0.2,0.0,0.4685212856658182,0.196116135138184,1,1,1,none,0,0,0,none,123,high,high,high,high,1,no_error,none,success
AUS163543,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,move1']",2,5.0,10,0.2,1,1,1,0,0,0,5,5,3,0,2,0,0.5,0.5,0.3,0.0,0.2,0.0,0.6403124237432848,0.1717911380774666,1,1,1,move1,1,0,0,case1,123,high,high,high,high,1,error,case,success
AUS163543,"['E,E,E,ra-world-arm,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,pickup1']",3,3.0,10,0.3,1,1,0,0,1,0,5,5,3,0,2,0,0.5,0.5,0.3,0.0,0.2,0.0,0.6403124237432848,0.0156173761888606,1,1,1,pickup1,1,0,0,case1,123,low,low,low,high,1,error,case,success
AUS163543,"['E,E,E,E,ra-world-arm,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,pickup1']",4,1.0,10,0.4,1,1,0,0,1,0,5,5,3,0,2,0,0.5,0.5,0.3,0.0,0.2,0.0,0.6403124237432848,0.0156173761888606,1,1,1,pickup1,1,0,0,case1,123,low,low,low,low,1,error,case,success
AUS163543,"['E,E,E,E,ra-world-arm,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,move1']",5,1.0,10,0.5,1,1,1,0,0,0,5,5,3,0,2,0,0.5,0.5,0.3,0.0,0.2,0.0,0.6403124237432848,0.0156173761888606,1,1,1,move1,1,0,0,case1,123,low,low,low,low,1,error,case,success
AUS163543,"['E,E,E,E,ra-world-arm,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,move1']",6,0.0,10,0.6,1,1,1,0,0,0,5,5,3,0,2,0,0.5,0.5,0.3,0.0,0.2,0.0,0.6403124237432848,0.0156173761888606,1,1,1,move1,1,0,0,case1,123,low,low,low,low,1,error,case,success
AUS163543,"['E,E,E,E,ra-world-arm,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,ra-world-shape ra-world-shapeA,false']",7,1.0,10,0.7,0,0,0,0,0,0,5,5,3,0,2,0,0.5,0.5,0.3,0.0,0.2,0.0,0.3219604581083923,0.0,1,1,1,none,0,0,0,none,123,low,low,low,low,1,no_error,none,success
AUS163543,"['E,E,E,E,ra-world-arm,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,ra-world-shape ra-world-shapeA,false']",8,5.0,10,0.8,0,0,0,0,0,0,5,5,3,0,2,0,0.5,0.5,0.3,0.0,0.2,0.0,0.3219604581083923,0.0,1,1,1,none,0,0,0,none,123,low,high,low,high,1,no_error,none,success
AUS163543,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,ra-world-shape ra-world-shapeA,false']",9,1.0,10,0.9,0,0,0,0,0,0,5,5,3,0,2,0,0.5,0.5,0.3,0.0,0.2,0.0,0.3219604581083923,0.0,1,1,1,none,0,0,0,none,123,low,low,low,low,1,no_error,none,success
AUS163543,"['E,E,E,E,ra-world-arm,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,ra-world-shape ra-world-shapeA,', 'E,E,E,E,ra-world-shape ra-world-shapeA,false']",10,6.0,10,1.0,0,0,0,0,0,0,5,5,3,0,2,0,0.5,0.5,0.3,0.0,0.2,0.0,0.0,0.3219604581083923,1,1,1,none,0,0,0,none,123,high,high,high,high,1,no_error,none,success
AUS163651,"['ra-world-arm,E,E,E,E,', 'ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,false']",0,0.0,2,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0.5,0.0,0.5,0.0,0.0,0.0,0.6439209162167847,0.0,1,1,1,none,0,0,0,none,123,low,low,low,low,1,no_error,none,success
